what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095209809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095220854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095222305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095230852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095239774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1462095262374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095262979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095281458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095282242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095282663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095319432
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095321715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095326497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095339617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095342185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095347078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095348502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095387283
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095393993
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095396851
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095401983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095427656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095447561
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095449840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095464273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095464881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095465928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095466162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095468835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095469162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095469730
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095471009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095490137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095493665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095500546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095504136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095506711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095508398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095508913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095509084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095513296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095516853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095517243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095518665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095521442
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1462095525872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462095527182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095529183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095530072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095535665
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1462095543516
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095544342
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095545528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095573212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095574492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095580795
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095582762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095616537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095619407
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1462095622997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462095624107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095626135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095626681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095630492
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095632613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095646033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095649106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095654732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095667495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095668743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095688372
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095690852
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1462095695735
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095697141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095701542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095704446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095708205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095709968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095717304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462095718339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462095718698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462095719088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1462095719946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095720775
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462095722039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095725988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095727626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095729219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095755401
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1462095757398
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462095758661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095803777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095804667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095810821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095815529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462095816902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095819630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095822235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095931448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462095971186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095988021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095988726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462095988976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096098987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096099509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096099916
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462096101762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096102748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096103547
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096106688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096107574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096275578
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462096278259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096283742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096287422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096548429
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462096550197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1462096553442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096554097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096555284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096560695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1462096565109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1462096568847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096575569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096585772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462096592619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096596440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462096602118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462096602612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096603532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096606578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096628350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096639637
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462096643022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096643744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096646915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096647983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1462096654843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096656422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462096669183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462096672337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096677772
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462096679038
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462096682415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096685860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1462096697881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096698554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096701735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096710838
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462096713002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096720113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096720673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096724644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096731338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096731843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096736451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1462096748534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096750977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096751432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096755642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096758154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096759122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096770293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096770660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096773974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096780956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096781427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096784495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096792520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096816798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1462096823937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096824707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096825480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096826124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096826576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096836697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462096837762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096838911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096839480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096860560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096872923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096878730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096879174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096884597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096894965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096895666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096895984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096896429
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1462096897204
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1462096901315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096906103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1462096907937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096908620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096909123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096912561
activated,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1462096914212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1462096920914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1462096921172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1462096923139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1462096924179
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.format.document",1462096925613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096926010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096926758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096929082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1462096935613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1462096938131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096938582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096939155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096941669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096946458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096947093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462096947930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462096951242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1462096951586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096953849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096954331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096982040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462096987341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096987837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1462096994394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462096998581
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1462097001516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1462097002371
